case_type,pending_days,evidence_pages,witness_count,priority_level,judge_load,delay_risk
Corporate,1590,375,12,Low,60,0
Property,805,583,18,Low,108,0
Corporate,307,4029,9,Medium,29,0
Property,2917,4908,3,Critical,89,0
Civil,1908,1042,10,Medium,104,0
Civil,2301,1210,43,Low,80,0
Property,1637,3230,2,Critical,27,0
Property,635,1924,8,High,17,0
Corporate,2096,2056,43,Medium,36,0
Property,669,1046,18,Low,23,0
Criminal,1819,275,39,High,27,0
Civil,1786,2438,31,Low,74,0
Civil,1396,2583,14,High,40,0
Tax,2174,2971,39,Low,29,0
Property,204,289,33,Low,79,0
Family,1406,947,29,High,54,0
Family,377,83,44,Medium,10,0
Property,30,4575,33,Low,28,0
Criminal,92,1062,35,Critical,48,0
Family,1813,4208,2,Medium,36,0
Tax,255,4888,35,Critical,65,0
Property,2500,829,32,Low,25,0
Criminal,1072,2061,36,High,87,0
Criminal,2108,3108,46,Medium,107,0
Corporate,874,1666,23,High,16,0
Criminal,2710,4955,5,High,29,0
Family,53,507,47,Critical,40,0
Family,2914,3101,16,Critical,95,0
Property,1264,1767,40,Medium,93,0
Property,2014,768,24,Medium,88,0
Criminal,190,3857,40,Medium,34,0
Tax,1308,547,28,Critical,119,0
Civil,1624,1187,25,Critical,10,0
Corporate,2191,4669,7,High,26,0
Civil,2581,4630,38,High,89,0
Criminal,1982,3561,7,High,110,0
Criminal,1725,4492,22,Medium,94,0
Civil,984,3759,22,Low,36,0
Corporate,386,503,27,Critical,108,0
Civil,2246,471,33,Medium,33,0
Property,998,4089,45,Critical,71,0
Family,271,4417,32,Low,61,0
Tax,168,3153,39,Critical,60,0
Property,2174,1793,32,Critical,75,0
Family,176,1018,1,Critical,66,0
Tax,1110,2085,10,High,119,0
Tax,1095,417,45,Low,64,0
Tax,2943,1823,4,Medium,62,0
Criminal,572,2171,29,Medium,98,0
Tax,721,1966,7,Medium,28,0
Corporate,1055,3737,38,Low,118,0
Civil,1191,3435,6,Critical,22,0
Corporate,1670,1414,11,Medium,38,0
Civil,2981,4148,9,Low,105,0
Property,759,2441,30,High,15,0
Property,2408,3939,22,Low,82,0
Civil,2694,3103,39,High,10,0
Corporate,433,2808,9,Low,33,0
Civil,2585,1864,38,High,83,0
Tax,1969,1824,46,Medium,108,0
Criminal,1180,909,33,Low,15,0
Property,1765,2523,26,High,57,0
Criminal,1068,1913,16,Critical,29,0
Tax,2303,1686,9,Medium,111,0
Tax,2942,4364,23,Medium,85,0
Property,774,3085,15,High,76,0
Property,2570,3661,19,High,64,0
Tax,348,3095,42,Low,27,0
Family,1272,1279,16,High,30,0
Criminal,802,2240,25,High,108,0
Criminal,1946,2438,35,Critical,73,0
Family,2529,2858,13,Medium,46,0
Corporate,973,2816,46,High,28,0
Criminal,2925,806,7,High,98,0
Civil,2044,3387,34,Critical,65,0
Tax,1243,4955,14,High,71,0
Tax,2961,2467,23,Critical,27,0
Family,448,3149,23,Medium,113,0
Criminal,894,1918,17,Medium,39,0
Corporate,818,4523,13,Critical,65,0
Criminal,1901,3604,27,Critical,115,0
Tax,524,4179,2,Medium,51,0
Property,1092,3969,37,Medium,62,0
Civil,2239,2487,30,Critical,107,0
Family,2055,2213,4,Low,83,0
Property,2198,36,30,Medium,95,0
Corporate,2476,3042,3,Medium,59,0
Property,2015,1286,14,Critical,13,0
Property,757,498,11,Critical,72,0
Corporate,590,4316,40,Critical,76,0
Property,2681,3997,23,Low,65,0
Family,1182,3564,41,Critical,58,0
Tax,569,4294,48,Low,101,0
Criminal,2433,4568,32,Critical,31,0
Property,689,505,3,Critical,21,0
Family,2509,4108,42,Low,58,0
Criminal,1893,4693,1,High,22,0
Criminal,2640,357,9,Medium,114,0
Property,1480,880,48,Critical,42,0
Family,846,2023,9,High,56,0
Tax,1974,1491,12,Low,73,0
Property,2788,2062,1,Critical,92,0
Corporate,1245,3448,16,Low,114,0
Criminal,41,3140,30,Low,26,0
Property,2316,1539,8,Low,43,0
Criminal,1925,721,46,High,77,0
Family,2530,4408,46,Low,48,0
Civil,2460,4055,10,Medium,81,0
Property,2859,3764,33,Critical,106,0
Tax,77,1193,38,Critical,10,0
Property,2394,1625,41,Medium,14,0
Criminal,2286,1899,22,Critical,105,0
Family,1600,3413,16,Medium,49,0
Corporate,606,2144,19,High,72,0
Tax,2392,4662,11,Low,10,0
Family,783,1466,11,High,44,0
Property,1089,3326,14,Medium,95,0
Corporate,2992,3421,39,Low,102,0
Family,2832,3803,26,High,26,0
Civil,583,2392,44,Low,103,0
Tax,432,170,20,Low,108,0
Criminal,1160,1679,20,High,69,0
Family,2116,898,5,Critical,10,0
Family,2658,2339,1,Medium,13,0
Civil,2257,2903,11,High,18,0
Property,2089,4015,47,High,54,0
Tax,577,2435,10,Critical,41,0
Tax,1179,1535,47,Medium,78,0
Criminal,92,3407,28,High,23,0
Family,873,609,45,Low,60,0
Corporate,1038,607,47,Medium,99,0
Family,1872,2639,34,Critical,32,0
Criminal,2061,1215,13,High,55,0
Family,1352,4373,44,Low,95,0
Civil,2111,2346,25,Medium,36,0
Family,781,2625,23,High,98,0
Family,78,2558,36,Medium,45,0
Corporate,687,585,12,Low,77,0
Civil,1690,1776,47,Low,41,0
Civil,730,4095,45,Medium,82,0
Family,1110,1380,2,Low,75,0
Tax,2186,2588,20,Low,51,0
Corporate,1570,2393,16,Medium,59,0
Family,2101,1215,14,Medium,66,0
Family,2298,2151,2,Critical,112,0
Criminal,2013,2908,49,High,73,0
Criminal,344,1587,16,Critical,55,0
Tax,2371,3430,4,Critical,98,0
Corporate,1730,2387,43,Critical,83,0
Property,1047,3363,13,Critical,110,0
Criminal,667,3117,38,High,98,0
Property,2344,1280,49,Medium,113,0
Civil,2165,1353,1,Low,63,0
Criminal,2532,4348,9,Low,62,0
Criminal,1679,4664,21,Medium,38,0
Corporate,2834,3356,18,Medium,46,0
Tax,2508,3104,43,Medium,78,0
Property,1805,3407,32,Low,23,0
Criminal,1996,4733,46,Critical,106,0
Criminal,2988,2451,34,Critical,36,0
Corporate,1993,1036,20,Critical,14,0
Corporate,1797,661,43,High,53,0
Tax,271,4082,2,Critical,24,0
Property,731,335,4,High,76,0
Civil,2979,2323,45,Low,10,0
Tax,770,460,38,High,33,0
Civil,2143,1158,7,Medium,85,0
Family,2455,934,22,Medium,118,0
Criminal,2465,2323,20,Low,71,0
Property,1844,4162,35,Critical,87,0
Tax,810,3441,4,Low,66,0
Criminal,2286,2098,20,Medium,115,0
Property,45,4170,35,Critical,29,0
Property,1015,2220,33,Medium,67,0
Property,396,4571,21,Low,23,0
Criminal,2857,55,45,Critical,87,0
Tax,1282,837,14,Low,118,0
Corporate,2517,1966,31,Medium,62,0
Criminal,719,3976,22,Critical,44,0
Property,1089,4371,48,Medium,71,0
Tax,876,2245,30,Critical,70,0
Family,451,3345,29,High,28,0
Civil,1673,527,36,High,93,0
Property,1242,3765,49,Medium,51,0
Family,637,4136,42,Low,53,0
Corporate,1368,3897,29,High,96,0
Property,49,4834,7,High,107,0
Family,705,479,32,Critical,10,0
Property,411,1425,13,Critical,77,0
Criminal,638,4115,13,Critical,113,0
Tax,2220,2056,14,Medium,90,0
Family,91,2697,6,Low,99,0
Tax,1295,1764,16,Low,87,0
Criminal,2315,3003,41,Critical,55,0
Criminal,1184,2378,48,Medium,60,0
Tax,1658,1251,21,Critical,41,0
Family,1656,1197,44,Low,109,0
Tax,1176,781,16,Medium,93,0
Tax,1493,4798,5,Critical,89,0
Civil,956,2374,24,Critical,28,0
Family,2419,4734,43,Low,118,0
Civil,1472,3746,1,Medium,48,0
Property,1683,1563,10,Low,97,0
Tax,2532,3697,43,Medium,23,0
Property,311,1953,47,Medium,38,0
Family,915,3188,35,Critical,51,0
Tax,1054,3581,31,Low,23,0
Property,752,4122,15,Medium,20,0
Corporate,1828,3877,11,High,84,0
Criminal,1265,4037,9,Critical,56,0
Tax,116,4464,2,Low,113,0
Criminal,694,2984,44,Medium,33,0
Civil,891,1050,30,Critical,31,0
Property,1752,2567,16,Low,58,0
Civil,2138,2542,48,Low,64,0
Tax,2874,4639,1,Critical,64,0
Criminal,2172,1895,48,Medium,94,0
Criminal,815,609,6,Critical,79,0
Property,1606,2300,46,High,87,0
Tax,1697,3121,11,Critical,82,0
Corporate,2374,2434,33,Low,44,0
Corporate,723,3917,17,High,53,0
Property,2476,3698,34,High,45,0
Tax,1284,1863,46,Medium,98,0
Property,563,4171,40,Critical,24,0
Tax,431,1958,25,Medium,54,0
Civil,159,2214,22,Critical,71,0
Property,2369,4479,26,Low,101,0
Tax,305,272,27,Medium,59,0
Corporate,2989,1486,38,Low,87,0
Tax,1888,755,9,Low,22,0
Tax,84,359,37,High,114,0
Property,2816,3607,5,Medium,40,0
Civil,794,1396,18,Critical,14,0
Civil,1250,4739,22,Medium,92,0
Civil,671,724,46,Low,17,0
Civil,1877,3744,12,High,22,0
Family,753,4438,44,Medium,50,0
Property,1243,2928,22,High,26,0
Criminal,831,1994,6,High,41,0
Property,767,1488,36,Low,14,0
Family,787,2162,27,Medium,18,0
Civil,1621,572,47,Medium,116,0
Family,2644,3511,15,Medium,43,0
Corporate,1329,809,17,High,118,0
Corporate,1871,1193,3,Critical,10,0
Property,369,572,10,Medium,49,0
Property,182,3442,25,Low,88,0
Criminal,1618,4231,21,High,63,0
Criminal,1451,651,40,Critical,41,0
Corporate,1497,289,9,Medium,107,0
Civil,456,880,24,Critical,108,0
Family,2281,310,32,High,59,0
Criminal,1165,1477,3,Critical,68,0
Tax,2402,649,33,High,101,0
Criminal,979,494,43,Critical,90,0
Civil,1403,4652,45,Critical,71,0
Civil,2060,4100,12,High,119,0
Property,986,4800,29,Critical,20,0
Family,1731,1780,21,Low,32,0
Civil,2971,3102,39,Medium,35,0
Criminal,2512,4728,34,Critical,72,0
Criminal,1333,3994,33,Critical,55,0
Corporate,400,3418,32,Critical,78,0
Civil,2326,2343,20,Medium,99,0
Tax,2968,3581,3,High,15,0
Property,2258,2412,4,Medium,60,0
Family,732,3864,17,Critical,52,0
Tax,1704,2435,17,High,107,0
Property,2155,3824,19,Critical,51,0
Criminal,2996,4846,4,High,22,0
Tax,2962,1644,29,Critical,34,0
Property,2413,1528,17,Critical,11,0
Criminal,79,4130,22,High,23,0
Criminal,2162,4873,2,Low,26,0
Criminal,2772,23,42,Medium,114,0
Criminal,2081,3467,12,High,113,0
Criminal,1022,2600,45,Medium,49,0
Corporate,2394,3811,11,Low,48,0
Tax,1164,1180,40,Low,34,0
Property,1387,853,29,High,100,0
Corporate,1904,2018,20,Low,57,0
Corporate,792,1222,5,Low,97,0
Civil,2689,2195,25,Critical,58,0
Civil,1034,1401,34,Critical,42,0
Civil,2991,4193,12,Low,36,0
Family,2876,2808,28,Critical,54,0
Civil,2196,2841,34,Low,40,0
Property,379,4197,6,Critical,72,0
Corporate,2994,361,19,Low,47,0
Property,716,1381,12,Low,88,0
Tax,571,4211,25,Medium,117,0
Civil,390,4636,13,Low,49,0
Family,2785,1015,17,Medium,67,0
Tax,2762,376,12,High,74,0
Family,2407,205,3,Low,20,0
Tax,2296,1713,24,Low,24,0
Corporate,2285,2610,8,Medium,106,0
Property,1723,1362,48,Low,66,0
Criminal,2922,1711,36,Critical,105,0
Property,114,1102,26,Medium,34,0
Civil,714,2077,45,Medium,48,0
Criminal,274,2924,8,Critical,42,0
Family,2949,3215,32,Low,38,0
Corporate,1388,4471,32,High,67,0
Corporate,625,3437,1,High,107,0
Family,2762,2400,3,High,81,0
Civil,1186,36,1,Medium,20,0
Family,1853,343,15,Medium,22,0
Tax,1827,2090,20,Critical,78,0
Civil,379,950,3,Low,92,0
Criminal,2359,4574,15,Critical,30,0
Family,2370,4672,37,Medium,12,0
Civil,1322,1464,21,High,35,0
Criminal,1914,4056,42,Low,42,0
Family,1590,422,39,High,103,0
Corporate,1013,3422,23,Low,31,0
Family,2097,4572,40,High,71,0
Property,2836,1526,35,Low,14,0
Family,1893,1541,18,High,28,0
Property,2009,3118,17,Critical,18,0
Criminal,1766,2464,31,Medium,67,0
Family,2482,2207,48,Critical,33,0
Criminal,1168,2588,26,High,48,0
Criminal,1948,2813,22,Low,85,0
Civil,730,111,45,Critical,119,0
Criminal,2103,4967,36,High,70,0
Criminal,595,4960,35,Medium,57,0
Family,424,4782,11,Low,118,0
Family,1986,1773,27,Critical,100,0
Corporate,552,4912,34,Medium,59,0
Civil,1592,107,18,High,71,0
Criminal,2939,1661,27,Low,115,0
Civil,1136,2982,4,High,62,0
Property,2879,2162,17,Low,30,0
Criminal,579,570,6,Medium,47,0
Civil,1498,2466,42,Medium,108,0
Corporate,2164,1971,11,Medium,105,0
Corporate,862,2310,5,Critical,68,0
Criminal,416,3857,18,Critical,109,0
Property,992,643,25,Critical,106,0
Corporate,2745,3777,10,High,52,0
Corporate,1451,4816,41,Critical,26,0
Property,315,3312,16,Low,78,0
Civil,2775,3852,10,Medium,53,0
Corporate,398,2631,10,High,93,0
Family,2732,181,36,High,72,0
Tax,1475,2012,21,Critical,32,0
Tax,1771,2102,14,Low,112,0
Corporate,2731,3033,8,Medium,77,0
Civil,2774,56,1,High,35,0
Civil,1496,865,16,Medium,103,0
Criminal,1806,2896,26,Low,57,0
Family,1573,3366,49,Medium,56,0
Civil,944,4074,42,Critical,55,0
Property,317,4220,6,Medium,38,0
Family,124,355,39,High,43,0
Tax,2746,3117,2,Critical,19,0
Family,2118,2363,9,Critical,29,0
Property,360,1580,5,Critical,97,0
Corporate,1866,4184,40,Critical,43,0
Property,1834,4266,5,High,110,0
Property,1208,681,47,Low,22,0
Corporate,2581,4872,8,Low,96,0
Corporate,304,3759,5,Critical,19,0
Corporate,1618,3203,5,Low,95,0
Corporate,2256,1505,17,High,54,0
Corporate,1986,2429,9,Low,87,0
Property,1805,4318,34,Low,98,0
Criminal,2214,2554,33,High,91,0
Criminal,796,23,22,Low,93,0
Civil,1017,3117,21,Critical,101,0
Criminal,1789,2868,43,Critical,17,0
Tax,1233,46,15,High,14,0
Criminal,2320,984,1,Critical,94,0
Property,1149,3116,7,Critical,29,0
Corporate,226,91,23,Critical,53,0
Corporate,555,2967,47,Critical,89,0
Property,661,2335,6,Critical,67,0
Tax,1440,3917,20,Low,29,0
Criminal,437,4510,26,High,98,0
Property,1322,4984,42,Medium,80,0
Civil,1224,2431,12,High,98,0
Corporate,1978,136,13,High,109,0
Family,720,2231,47,High,83,0
Civil,2247,2944,49,Low,49,0
Tax,188,2857,13,High,25,0
Civil,2524,596,2,High,13,0
Property,1719,791,32,Low,19,0
Criminal,1967,219,31,Critical,60,0
Corporate,1047,1775,11,Medium,57,0
Tax,1110,199,37,Critical,104,0
Tax,141,2425,4,High,85,0
Family,77,3343,34,Critical,29,0
Civil,1940,4768,16,Low,41,0
Family,405,4793,31,Medium,75,0
Criminal,857,2321,25,Critical,69,0
Criminal,2110,3008,39,High,20,0
Family,2581,1622,8,Medium,29,0
Corporate,656,1139,8,High,32,0
Criminal,1949,2234,34,Critical,86,0
Family,1056,1931,15,Critical,44,0
Civil,1921,2921,5,High,26,0
Family,2119,1105,19,Medium,19,0
Family,2086,193,10,Medium,113,0
Property,848,3552,9,Medium,47,0
Criminal,686,4739,29,Critical,87,0
Corporate,1841,1258,40,Critical,92,0
Corporate,819,3330,37,High,41,0
Property,1489,4854,19,High,63,0
Tax,1184,3833,13,Low,106,0
Corporate,1659,3836,46,Low,66,0
Family,1573,4790,40,Low,116,0
Property,2675,1993,16,High,98,0
Civil,1703,3802,30,Medium,34,0
Criminal,1934,2264,5,Low,23,0
Criminal,1466,1677,33,High,54,0
Criminal,965,432,19,Critical,53,0
Family,50,3430,19,Medium,47,0
Civil,1028,4112,17,Low,45,0
Property,1461,1402,24,Critical,97,0
Property,486,1143,28,Medium,114,0
Criminal,1497,4349,42,Medium,48,0
Civil,2057,4032,37,Critical,48,0
Civil,294,2263,22,Low,22,0
Civil,2261,2609,39,Low,75,0
Corporate,2304,1798,16,Critical,43,0
Corporate,2076,1149,35,Critical,24,0
Criminal,998,664,27,Critical,67,0
Civil,834,3542,12,High,68,0
Tax,1283,1577,46,Medium,75,0
Civil,752,4521,28,Low,61,0
Property,1125,2793,1,Low,98,0
Property,1031,2805,39,Critical,78,0
Criminal,2952,1726,18,Medium,107,0
Tax,113,2621,23,Critical,112,0
Civil,769,3663,22,Medium,14,0
Tax,1787,394,4,Critical,52,0
Criminal,2023,1632,48,Critical,17,0
Property,252,474,11,Medium,87,0
Property,2870,4317,18,Low,102,0
Corporate,2810,1495,48,Low,103,0
Criminal,2482,873,7,High,72,0
Criminal,1222,743,21,Medium,110,0
Civil,358,1411,35,Low,77,0
Civil,455,2407,37,Low,44,0
Corporate,1607,281,30,Medium,80,0
Family,799,562,17,Low,99,0
Tax,1249,570,33,Medium,41,0
Family,637,3817,16,Low,116,0
Family,1882,657,15,Critical,106,0
Criminal,2603,184,13,Medium,33,0
Tax,2702,2825,39,Medium,59,0
Criminal,2154,640,3,Low,68,0
Tax,2076,1243,24,Medium,74,0
Property,1330,3362,23,High,102,0
Criminal,949,70,45,High,118,0
Criminal,495,508,48,Medium,47,0
Criminal,1994,684,1,High,47,0
Corporate,1501,1266,32,Low,30,0
Criminal,1975,2730,33,Low,32,0
Civil,1213,4381,48,Medium,55,0
Civil,2569,4188,30,Low,78,0
Tax,2390,3972,2,Low,39,0
Property,1684,2611,18,High,49,0
Corporate,2069,900,30,Low,91,0
Tax,1214,454,18,Low,79,0
Civil,2385,2004,5,High,78,0
Corporate,1728,4472,5,Critical,51,0
Corporate,2768,4133,8,Medium,27,0
Property,2166,3890,9,Medium,68,0
Corporate,2812,2642,32,Critical,22,0
Criminal,807,1812,14,High,93,0
Corporate,2828,2818,13,High,111,0
Property,2448,3532,18,Low,30,0
Tax,2528,1513,4,Low,77,0
Property,196,2699,22,Medium,86,0
Property,2469,1645,20,Medium,91,0
Civil,765,2439,15,High,86,0
Criminal,2568,3037,7,Low,86,0
Civil,954,1867,13,High,112,0
Tax,1203,3266,34,Critical,110,0
Family,1521,1558,41,Medium,70,0
Tax,2019,1336,30,Medium,108,0
Criminal,1096,1739,5,High,47,0
Corporate,974,1970,1,Low,49,0
Property,58,243,31,Low,36,0
Family,1927,2046,20,Critical,67,0
Criminal,1685,1567,19,Critical,99,0
Civil,1902,3798,29,Critical,85,0
Property,1084,3743,45,High,75,0
Tax,2770,1543,38,Medium,52,0
Civil,1727,2723,10,High,29,0
Criminal,2205,1992,29,High,44,0
Criminal,2844,4548,31,Low,64,0
Tax,2518,4624,11,Critical,83,0
Family,2946,4623,23,Medium,81,0
Tax,1441,636,30,Critical,49,0
Corporate,1819,4535,25,Critical,55,0
Civil,1695,4189,16,Critical,109,0
Family,553,2641,23,Medium,104,0
Property,1600,4261,33,Low,88,0
Corporate,1763,2113,37,Medium,51,0
Family,789,1784,28,Medium,27,0
Civil,2187,3196,27,Low,24,0
Criminal,1381,1152,6,Medium,92,0
Property,1298,4236,38,Medium,97,0
Tax,1815,3590,37,High,108,0
Civil,1882,1086,6,Medium,75,0
Corporate,2240,2166,25,High,22,0
Corporate,2637,725,13,High,118,0
Criminal,428,2378,33,High,66,0
Criminal,2660,3554,33,Critical,18,0
Property,2476,3832,25,Low,108,0
Tax,1699,2490,14,Critical,75,0
Property,268,4087,40,Low,119,0
Criminal,1633,3480,41,Medium,25,0
Criminal,1176,3788,42,High,119,0
Corporate,1587,1954,38,Critical,109,0
Criminal,2187,2339,9,Medium,11,0
Family,1324,2892,18,Critical,25,0
Civil,329,229,15,Medium,81,0
Criminal,1795,4854,4,Critical,10,0
Property,793,2827,34,Medium,91,0
Tax,278,4274,38,Medium,114,0
Tax,2598,3982,17,Critical,35,0
Tax,63,4856,7,Medium,53,0
Family,257,1973,32,High,14,0
Property,614,2410,23,High,30,0
Family,2890,3545,20,High,44,0
Criminal,753,4814,47,High,113,0
Civil,2661,3234,2,Low,101,0
Tax,599,2464,21,Critical,63,0
Property,249,2603,12,High,99,0
Tax,1424,160,42,High,105,0
Family,2864,4355,49,High,59,0
Corporate,2605,311,27,Low,117,0
Criminal,2152,2884,48,Critical,53,0
Civil,1671,4197,10,Medium,94,0
Criminal,165,2627,8,Low,13,0
Corporate,2151,3956,21,High,51,0
Civil,283,2937,22,High,50,0
Corporate,1984,2238,13,Low,45,0
Criminal,79,1817,48,Critical,33,0
Family,544,996,40,Critical,106,0
Criminal,2821,599,12,Medium,14,0
Criminal,2808,2593,17,Low,66,0
Criminal,2648,2609,48,Critical,76,0
Property,1867,3303,9,Low,20,0
Corporate,605,1819,49,Critical,54,0
Corporate,1195,1481,40,Critical,105,0
Tax,932,4437,12,High,31,0
Corporate,2279,4088,9,Critical,20,0
Tax,2284,2967,30,Critical,47,0
Property,444,733,6,Low,68,0
Family,2298,2443,25,Critical,95,0
Tax,2835,1910,28,Critical,13,0
Criminal,1134,3587,10,Low,112,0
Family,792,1698,41,Critical,76,0
Property,592,2167,28,Low,19,0
Corporate,2446,937,29,Low,110,0
Tax,1545,2286,36,Low,28,0
Criminal,1964,2544,11,Low,91,0
Civil,2973,1826,21,High,37,0
Civil,1399,4071,38,High,104,0
Family,233,579,26,High,26,0
Corporate,1606,648,18,High,33,0
Civil,98,3086,4,Low,10,0
Family,545,1931,44,Low,14,0
Property,2317,3782,41,Low,41,0
Family,390,3571,15,Low,62,0
Family,1494,1828,23,High,90,0
Family,1084,2406,41,Critical,66,0
Criminal,1952,1915,6,High,94,0
Family,1682,3950,43,Low,114,0
Tax,736,1026,7,Low,52,0
Family,1655,68,46,Critical,95,0
Criminal,2767,1870,48,Low,112,0
Criminal,686,1949,15,Critical,48,0
Property,1375,2152,9,Low,43,0
Corporate,373,1545,30,Critical,87,0
Civil,565,348,44,Medium,89,0
Civil,384,2677,43,Medium,14,0
Family,957,4549,28,Medium,27,0
Property,1012,607,30,Medium,13,0
Family,2047,3225,8,Low,117,0
Civil,2182,1618,35,Low,101,0
Criminal,1375,3871,35,Low,118,0
Corporate,1625,2492,26,Medium,100,0
Property,1936,2837,30,Critical,79,0
Criminal,556,4627,35,Critical,20,0
Corporate,2581,1428,38,Medium,56,0
Property,960,1031,11,Low,94,0
Property,2786,4679,20,Medium,90,0
Civil,2312,4418,46,High,40,0
Criminal,1976,4064,31,Critical,107,0
Property,1316,1349,34,Medium,22,0
Tax,2571,2624,12,Medium,32,0
Property,1946,2043,48,Medium,74,0
Corporate,1623,4527,28,Medium,77,0
Civil,2955,3205,3,Low,39,0
Family,1403,4623,48,Critical,40,0
Civil,1253,4171,42,High,56,0
Family,1989,2613,5,Low,25,0
Criminal,995,3361,13,Medium,52,0
Criminal,993,215,12,Medium,12,0
Property,926,1810,1,Medium,21,0
Tax,1388,1126,43,Medium,85,0
Criminal,246,2809,19,Critical,20,0
Property,652,2204,29,Medium,25,0
Civil,382,558,47,High,38,0
Criminal,721,4804,48,Low,30,0
Civil,2752,738,39,Critical,118,0
Civil,660,4015,42,Medium,117,0
Tax,2402,325,25,High,115,0
Criminal,2978,407,16,Low,67,0
Civil,1198,744,17,Low,52,0
Tax,2385,2616,28,Critical,14,0
Tax,683,2455,39,Low,61,0
Criminal,2362,2360,43,Medium,22,0
Tax,421,198,49,Medium,90,0
Criminal,2437,1923,5,High,21,0
Criminal,798,1724,1,High,90,0
Family,826,3403,3,Low,10,0
Civil,961,4195,48,Critical,17,0
Corporate,2000,4562,24,Medium,25,0
Criminal,194,4881,29,Low,24,0
Civil,762,4685,15,Critical,28,0
Tax,610,115,4,Low,34,0
Property,850,1303,44,Critical,40,0
Criminal,1277,267,1,High,115,0
Tax,153,1001,49,Medium,11,0
Tax,2001,4383,15,High,68,0
Tax,373,1585,24,Medium,98,0
Tax,1904,2161,31,Critical,40,0
Tax,553,755,20,Critical,77,0
Criminal,158,3407,10,Low,77,0
Corporate,1188,2679,11,Critical,21,0
Family,2734,468,18,Critical,26,0
Tax,2815,1855,34,Low,94,0
Tax,2148,4735,28,Low,38,0
Family,2350,633,38,Medium,95,0
Criminal,1240,1453,16,Critical,45,0
Civil,1056,896,24,Low,113,0
Property,1338,2595,39,Medium,89,0
Property,51,1153,12,Medium,72,0
Civil,195,4890,42,High,24,0
Criminal,1363,691,7,Low,39,0
Property,2952,1650,36,High,119,0
Family,1530,3338,17,Medium,60,0
Civil,527,380,49,Critical,20,0
Corporate,463,2412,4,Low,66,0
Criminal,2835,3921,37,Low,22,0
Civil,2311,817,33,Medium,96,0
Property,866,1803,19,Low,113,0
Criminal,1723,86,26,Medium,64,0
Family,692,3054,11,Low,114,0
Criminal,754,2110,31,Low,107,0
Criminal,405,2296,1,Critical,72,0
Family,2807,3535,40,Medium,93,0
Tax,332,253,36,High,11,0
Family,2482,1242,29,Critical,81,0
Criminal,1716,2564,25,Medium,91,0
Family,737,1075,47,Low,65,0
Tax,946,4574,49,Medium,16,0
Civil,2098,3367,18,Medium,52,0
Family,286,1189,3,Critical,40,0
Family,428,4121,18,Medium,70,0
Criminal,80,513,7,Low,31,0
Civil,2524,3199,28,High,71,0
Corporate,2904,3863,17,High,37,0
Corporate,624,1383,25,Low,34,0
Property,847,3418,18,High,74,0
Family,665,1076,40,Critical,41,0
Family,1102,162,43,Medium,98,0
Civil,1682,3335,3,Medium,57,0
Tax,1171,4851,25,High,89,0
Corporate,1506,2793,7,High,102,0
Property,804,1904,47,High,115,0
Civil,2000,2284,10,Critical,33,0
Family,1694,1944,44,Medium,90,0
Corporate,426,4065,44,Medium,51,0
Property,2760,2501,19,Low,79,0
Criminal,2788,1910,15,Low,87,0
Corporate,1425,3145,21,Critical,99,0
Property,1150,961,21,Medium,101,0
Civil,558,1635,37,Medium,45,0
Criminal,714,1988,28,Low,40,0
Property,2690,3242,45,Low,36,0
Property,2263,4170,32,Medium,75,0
Family,2773,1491,41,Critical,92,0
Tax,2292,1078,27,High,101,0
Corporate,2293,1026,23,Critical,54,0
Family,2106,3210,10,Medium,53,0
Criminal,131,1240,40,High,66,0
Tax,152,4681,41,Critical,30,0
Property,2131,4886,6,Critical,64,0
Family,1336,1817,24,Medium,118,0
Tax,1667,4993,18,Low,24,0
Corporate,1170,2891,10,Critical,43,0
Criminal,645,533,15,Critical,113,0
Civil,586,1637,45,Low,12,0
Family,143,4537,43,Critical,10,0
Criminal,2932,4632,34,Critical,33,0
Civil,1596,3777,8,Low,52,0
Family,2753,2052,35,Medium,36,0
Criminal,1006,3230,27,Medium,18,0
Criminal,730,724,25,Medium,97,0
Tax,1346,1693,3,High,26,0
Family,2369,3719,21,Medium,101,0
Criminal,290,2111,39,High,48,0
Property,2641,4973,32,High,64,0
Family,2126,2868,21,High,77,0
Criminal,1059,4334,9,Low,102,0
Tax,408,4683,1,High,54,0
Civil,1939,1797,4,High,37,0
Civil,2301,4373,4,Low,65,0
Property,1076,912,49,Critical,110,0
Family,1037,991,26,Critical,38,0
Tax,2734,122,34,High,117,0
Criminal,139,1127,27,Medium,38,0
Criminal,2801,3266,15,Critical,78,0
Civil,2630,3732,45,Medium,20,0
Tax,1452,3437,32,Low,11,0
Property,1035,4171,41,Critical,77,0
Civil,727,3679,7,Low,19,0
Civil,2803,4946,44,High,112,0
Property,335,939,44,Critical,117,0
Family,1635,4572,14,High,81,0
Criminal,1761,4247,23,High,96,0
Family,988,4608,47,Low,36,0
Tax,983,2177,1,Critical,96,0
Corporate,1204,601,32,Critical,107,0
Corporate,2698,815,41,Critical,44,0
Corporate,2707,3217,26,High,90,0
Property,2954,1903,48,Critical,59,0
Civil,1660,3387,9,Medium,83,0
Family,1821,829,16,Medium,11,0
Criminal,2633,2953,31,High,26,0
Corporate,2001,3288,2,Low,104,0
Family,96,4888,32,Medium,89,0
Corporate,1209,3004,10,Low,33,0
